chromosome,gene_id,transcript_id,gene_name,strand
chr4,ENSG00000181982.20,ENST00000635206.3,CCDC149,-
chr4,ENSG00000153012.12,ENST00000382114.9,LGI2,-
chr4,ENSG00000109618.13,ENST00000382103.7,SEPSECS,-
chr4,ENSG00000038210.14,ENST00000264864.8,PI4K2B,+
chr4,ENSG00000168228.16,ENST00000302874.9,ZCCHC4,+
chr4,ENSG00000053900.11,ENST00000315368.8,ANAPC4,+
chr4,ENSG00000157765.13,ENST00000382051.8,SLC34A2,+
chr4,ENSG00000091490.11,ENST00000399878.8,SEL1L3,-
chr4,ENSG00000250317.9,ENST00000506197.3,SMIM20,+
chr4,ENSG00000168214.22,ENST00000355476.8,RBPJ,+
chr4,ENSG00000163394.6,ENST00000295589.4,CCKAR,-
chr4,ENSG00000109680.11,ENST00000264866.9,TBC1D19,+
chr4,ENSG00000109689.20,ENST00000467087.7,STIM2,+
chr4,ENSG00000169851.16,ENST00000695919.1,PCDH7,+
chr4,ENSG00000047365.13,ENST00000303965.9,ARAP2,-
chr4,ENSG00000197057.10,ENST00000639862.2,DTHD1,+
chr4,ENSG00000174145.8,ENST00000309447.6,NWD2,+
chr4,ENSG00000154274.15,ENST00000381980.9,C4orf19,+
chr4,ENSG00000181826.10,ENST00000454158.7,RELL1,-
chr4,ENSG00000169299.14,ENST00000381967.9,PGM2,+
chr4,ENSG00000065882.18,ENST00000698857.1,TBC1D1,+
chr4,ENSG00000250254.2,ENST00000504686.2,PTTG2,+
chr4,ENSG00000109787.13,ENST00000261438.10,KLF3,+
chr4,ENSG00000174123.11,ENST00000308973.9,TLR10,-
chr4,ENSG00000174125.9,ENST00000308979.7,TLR1,-
chr4,ENSG00000174130.13,ENST00000508254.6,TLR6,-
chr4,ENSG00000197712.12,ENST00000358869.5,FAM114A1,+
chr4,ENSG00000121895.8,ENST00000381938.4,TMEM156,-
chr4,ENSG00000109790.18,ENST00000504108.7,KLHL5,+
chr4,ENSG00000157796.18,ENST00000399820.8,WDR19,+
chr4,ENSG00000035928.17,ENST00000349703.7,RFC1,-
chr4,ENSG00000134962.7,ENST00000257408.5,KLB,+
chr4,ENSG00000163682.17,ENST00000295955.14,RPL9,-
chr4,ENSG00000121897.15,ENST00000640888.2,LIAS,+
chr4,ENSG00000109814.12,ENST00000316423.11,UGDH,-
chr4,ENSG00000163683.12,ENST00000295958.10,SMIM14,-
chr4,ENSG00000078140.14,ENST00000261427.10,UBE2K,+
chr4,ENSG00000121892.15,ENST00000303538.13,PDS5A,-
chr4,ENSG00000078177.15,ENST00000261435.11,N4BP2,+
chr4,ENSG00000168421.14,ENST00000381799.10,RHOH,+
chr4,ENSG00000174343.6,ENST00000310169.3,CHRNA9,+
chr4,ENSG00000163694.15,ENST00000295971.12,RBM47,-
chr4,ENSG00000179299.17,ENST00000381782.7,NSUN7,+
chr4,ENSG00000163697.18,ENST00000508593.6,APBB2,-
chr4,ENSG00000154277.13,ENST00000284440.9,UCHL1,+
chr4,ENSG00000064042.18,ENST00000503057.6,LIMCH1,+
chr4,ENSG00000109132.7,ENST00000226382.4,PHOX2B,-
chr4,ENSG00000109133.14,ENST00000504986.6,TMEM33,+
chr4,ENSG00000182308.7,ENST00000333141.7,DCAF4L1,+
chr4,ENSG00000014824.14,ENST00000264451.12,SLC30A9,+
chr4,ENSG00000188848.17,ENST00000502486.6,BEND4,-
chr4,ENSG00000178343.5,ENST00000319234.5,SHISA3,+
chr4,ENSG00000124406.17,ENST00000381668.9,ATP8A1,-
chr4,ENSG00000215203.3,ENST00000399770.3,GRXCR1,+
chr4,ENSG00000183783.7,ENST00000360029.4,KCTD8,-
chr4,ENSG00000177752.15,ENST00000415895.9,YIPF7,-
chr4,ENSG00000151806.14,ENST00000281543.6,GUF1,+
chr4,ENSG00000163281.12,ENST00000295448.8,GNPDA2,-
chr4,ENSG00000163285.8,ENST00000295452.5,GABRG1,-
chr4,ENSG00000151834.16,ENST00000381620.9,GABRA2,-
chr4,ENSG00000170516.17,ENST00000355591.8,COX7B2,-
chr4,ENSG00000109158.11,ENST00000264318.4,GABRA4,-
chr4,ENSG00000163288.14,ENST00000295454.8,GABRB1,+
chr4,ENSG00000169019.11,ENST00000381571.6,COMMD8,-
chr4,ENSG00000145246.14,ENST00000273859.8,ATP10D,+
chr4,ENSG00000145244.12,ENST00000273857.9,CORIN,-
chr4,ENSG00000170448.12,ENST00000507489.2,NFXL1,-
chr4,ENSG00000198515.16,ENST00000514170.7,CNGA1,-
chr4,ENSG00000163293.12,ENST00000295461.10,NIPAL1,+
chr4,ENSG00000074966.12,ENST00000264316.9,TXK,-
chr4,ENSG00000135605.13,ENST00000381501.8,TEC,-
chr4,ENSG00000109171.15,ENST00000264313.11,SLAIN2,+
chr4,ENSG00000145248.7,ENST00000273861.5,SLC10A4,+
chr4,ENSG00000182223.7,ENST00000327939.4,ZAR1,+
chr4,ENSG00000075539.15,ENST00000358350.9,FRYL,-
chr4,ENSG00000109180.15,ENST00000264312.12,OCIAD1,+
chr4,ENSG00000145247.12,ENST00000508632.6,OCIAD2,-
chr4,ENSG00000109182.12,ENST00000226432.9,CWH43,+
chr4,ENSG00000109184.15,ENST00000334635.10,DCUN1D4,+
chr4,ENSG00000188993.4,ENST00000682860.1,LRRC66,-
chr4,ENSG00000163069.13,ENST00000381431.10,SGCB,-
chr4,ENSG00000163071.11,ENST00000295213.9,SPATA18,+
chr4,ENSG00000109189.13,ENST00000441222.8,USP46,-
chr4,ENSG00000226887.8,ENST00000443173.6,ERVMER34-1,-
chr4,ENSG00000128045.7,ENST00000248706.5,RASL11B,+
chr4,ENSG00000184178.17,ENST00000401642.8,SCFD2,-
chr4,ENSG00000145216.17,ENST00000337488.11,FIP1L1,+
chr4,ENSG00000072201.14,ENST00000263925.8,LNX1,-
chr4,ENSG00000109220.12,ENST00000263921.8,CHIC2,-
chr4,ENSG00000180613.11,ENST00000326902.7,GSX2,+
chr4,ENSG00000134853.12,ENST00000257290.10,PDGFRA,+
chr4,ENSG00000157404.17,ENST00000288135.6,KIT,+
chr4,ENSG00000128052.10,ENST00000263923.5,KDR,-
chr4,ENSG00000128039.13,ENST00000264228.9,SRD5A3,+
chr4,ENSG00000134851.13,ENST00000381334.10,TMEM165,+
chr4,ENSG00000134852.15,ENST00000513440.6,CLOCK,-
chr4,ENSG00000163440.12,ENST00000295645.9,PDCL2,-
chr4,ENSG00000109255.11,ENST00000264218.7,NMU,-
chr4,ENSG00000250821.3,ENST00000636125.2,EXOC1L,+
chr4,ENSG00000090989.18,ENST00000381295.7,EXOC1,+
chr4,ENSG00000174799.12,ENST00000257287.5,CEP135,+
chr4,ENSG00000109265.15,ENST00000682029.1,CRACD,+
chr4,ENSG00000157426.14,ENST00000205214.11,AASDH,-
chr4,ENSG00000128059.8,ENST00000264220.6,PPAT,-
chr4,ENSG00000128050.9,ENST00000512576.3,PAICS,+
chr4,ENSG00000174780.17,ENST00000642900.1,SRP72,+
chr4,ENSG00000196503.5,ENST00000640821.3,ARL9,+
chr4,ENSG00000249693.3,ENST00000512175.3,SPMAP2L,+
chr4,ENSG00000171476.23,ENST00000420433.6,HOPX,-
chr4,ENSG00000128040.13,ENST00000506738.6,SPINK2,-
chr4,ENSG00000084093.19,ENST00000309042.12,REST,+
chr4,ENSG00000084092.7,ENST00000264230.5,NOA1,-
chr4,ENSG00000047315.17,ENST00000314595.6,POLR2B,+
chr4,ENSG00000163453.11,ENST00000295666.6,IGFBP7,-
chr4,ENSG00000150471.17,ENST00000683033.1,ADGRL3,+
chr4,ENSG00000205678.8,ENST00000381210.8,TECRL,-
chr4,ENSG00000145242.14,ENST00000613740.5,EPHA5,-
chr4,ENSG00000145241.11,ENST00000273853.11,CENPC,-
chr4,ENSG00000035720.8,ENST00000265404.7,STAP1,+
chr4,ENSG00000033178.13,ENST00000322244.10,UBA6,-
chr4,ENSG00000109163.7,ENST00000226413.5,GNRHR,-
chr4,ENSG00000153802.12,ENST00000283916.11,TMPRSS11D,-
chr4,ENSG00000187054.17,ENST00000508048.6,TMPRSS11A,-
chr4,ENSG00000198092.6,ENST00000356291.3,TMPRSS11F,-
chr4,ENSG00000185873.8,ENST00000332644.6,TMPRSS11B,-
chr4,ENSG00000083896.13,ENST00000344157.9,YTHDC1,-
chr4,ENSG00000087128.10,ENST00000305363.9,TMPRSS11E,+
chr4,ENSG00000197888.3,ENST00000317746.3,UGT2B17,-
chr4,ENSG00000196620.10,ENST00000338206.6,UGT2B15,-
chr4,ENSG00000109181.12,ENST00000265403.12,UGT2B10,+
chr4,ENSG00000135220.11,ENST00000251566.9,UGT2A3,-
chr4,ENSG00000171234.14,ENST00000305231.12,UGT2B7,+
chr4,ENSG00000213759.10,ENST00000446444.2,UGT2B11,-
chr4,ENSG00000135226.18,ENST00000335568.10,UGT2B28,+
chr4,ENSG00000156096.15,ENST00000305107.7,UGT2B4,-
chr4,ENSG00000271271.6,ENST00000604629.6,UGT2A2,-
chr4,ENSG00000173610.13,ENST00000286604.9,UGT2A1,-
chr4,ENSG00000173597.9,ENST00000310613.8,SULT1B1,-
chr4,ENSG00000109193.12,ENST00000226444.4,SULT1E1,-
chr4,ENSG00000126545.14,ENST00000246891.9,CSN1S1,+
chr4,ENSG00000135222.7,ENST00000353151.4,CSN2,-
chr4,ENSG00000126549.11,ENST00000246895.9,STATH,+
chr4,ENSG00000205649.9,ENST00000673563.1,HTN3,+
chr4,ENSG00000126550.10,ENST00000246896.8,HTN1,+
chr4,ENSG00000187533.14,ENST00000344526.10,PRR27,+
chr4,ENSG00000109205.17,ENST00000683306.1,ODAM,+
chr4,ENSG00000181617.6,ENST00000317987.6,FDCSP,+
chr4,ENSG00000171209.4,ENST00000304954.4,CSN3,+
chr4,ENSG00000145309.6,ENST00000273936.6,CABS1,+
chr4,ENSG00000109208.5,ENST00000226460.5,SMR3A,+
chr4,ENSG00000171201.12,ENST00000304915.8,SMR3B,+
chr4,ENSG00000171199.11,ENST00000399575.7,OPRPN,+
chr4,ENSG00000171195.11,ENST00000304887.6,MUC7,+
chr4,ENSG00000187689.10,ENST00000339336.9,AMTN,+
chr4,ENSG00000178522.15,ENST00000322937.10,AMBN,+
chr4,ENSG00000132464.13,ENST00000396073.4,ENAM,+
chr4,ENSG00000132465.12,ENST00000254801.9,JCHAIN,-
chr4,ENSG00000132467.4,ENST00000254803.4,UTP3,+
chr4,ENSG00000018189.13,ENST00000381006.8,RUFY3,+
chr4,ENSG00000132463.15,ENST00000254799.11,GRSF1,-
chr4,ENSG00000173542.9,ENST00000309395.7,MOB1B,+
chr4,ENSG00000156136.10,ENST00000286648.10,DCK,+
chr4,ENSG00000080493.19,ENST00000264485.11,SLC4A4,+
chr4,ENSG00000145321.13,ENST00000273951.13,GC,-
chr4,ENSG00000056291.19,ENST00000308744.12,NPFFR2,+
chr4,ENSG00000156140.11,ENST00000286657.10,ADAMTS3,-
chr4,ENSG00000163626.17,ENST00000507544.3,COX18,-
chr4,ENSG00000132466.20,ENST00000358602.9,ANKRD17,-
chr4,ENSG00000163631.19,ENST00000295897.9,ALB,+
chr4,ENSG00000081051.8,ENST00000395792.7,AFP,+
chr4,ENSG00000079557.5,ENST00000226355.5,AFM,+
chr4,ENSG00000169435.14,ENST00000307439.10,RASSF6,-
chr4,ENSG00000169429.12,ENST00000307407.8,CXCL8,+
chr4,ENSG00000124875.10,ENST00000226317.10,CXCL6,+
chr4,ENSG00000109272.4,ENST00000226524.4,PF4V1,+
chr4,ENSG00000163739.5,ENST00000395761.4,CXCL1,+
chr4,ENSG00000163737.5,ENST00000296029.4,PF4,-
chr4,ENSG00000163736.5,ENST00000296028.4,PPBP,-
chr4,ENSG00000163735.7,ENST00000296027.5,CXCL5,-
chr4,ENSG00000163734.4,ENST00000296026.4,CXCL3,-
chr4,ENSG00000081041.9,ENST00000508487.3,CXCL2,-
chr4,ENSG00000163738.19,ENST00000325278.7,MTHFD2L,+
chr4,ENSG00000182585.10,ENST00000413830.6,EPGN,+
chr4,ENSG00000124882.4,ENST00000244869.3,EREG,+
chr4,ENSG00000109321.11,ENST00000395748.8,AREG,+
chr4,ENSG00000174808.12,ENST00000395743.8,BTC,-
chr4,ENSG00000169116.11,ENST00000307428.7,PARM1,+
chr4,ENSG00000163743.14,ENST00000324439.10,RCHY1,-
chr4,ENSG00000174796.12,ENST00000311638.7,THAP6,+
chr4,ENSG00000174792.11,ENST00000311623.9,ODAPH,+
chr4,ENSG00000138769.11,ENST00000307465.9,CDKL2,-
chr4,ENSG00000138757.15,ENST00000359707.9,G3BP2,-
chr4,ENSG00000138768.15,ENST00000514213.7,USO1,+
chr4,ENSG00000156194.19,ENST00000286719.12,PPEF2,-
chr4,ENSG00000138744.17,ENST00000286733.9,NAAA,-
chr4,ENSG00000198301.12,ENST00000356260.10,SDAD1,-
chr4,ENSG00000138755.6,ENST00000264888.6,CXCL9,-
chr4,ENSG00000169245.6,ENST00000306602.3,CXCL10,-
chr4,ENSG00000169248.13,ENST00000306621.8,CXCL11,-
chr4,ENSG00000156219.18,ENST00000355810.9,ART3,+
chr4,ENSG00000138750.16,ENST00000264883.8,NUP54,-
chr4,ENSG00000138760.11,ENST00000264896.8,SCARB2,-
chr4,ENSG00000189157.14,ENST00000424749.7,FAM47E,+
chr4,ENSG00000118804.9,ENST00000237642.7,STBD1,+
chr4,ENSG00000163749.18,ENST00000682701.1,CCDC158,-
chr4,ENSG00000138771.16,ENST00000296043.7,SHROOM3,+
chr4,ENSG00000186212.4,ENST00000334306.4,SOWAHB,-
chr4,ENSG00000138758.12,ENST00000264893.11,SEPTIN11,+
chr4,ENSG00000118816.12,ENST00000237654.9,CCNI,-
chr4,ENSG00000138764.15,ENST00000316355.10,CCNG2,+
chr4,ENSG00000156234.8,ENST00000682537.1,CXCL13,+
chr4,ENSG00000138767.14,ENST00000504123.7,CNOT6L,-
chr4,ENSG00000169288.18,ENST00000315567.13,MRPL1,+
chr4,ENSG00000138759.20,ENST00000512123.4,FRAS1,+
chr4,ENSG00000138772.13,ENST00000264908.11,ANXA3,+
chr4,ENSG00000138756.19,ENST00000502613.3,BMP2K,+
chr4,ENSG00000163291.14,ENST00000512733.5,PAQR3,-
chr4,ENSG00000156269.5,ENST00000286794.5,NAA11,-
chr4,ENSG00000196475.6,ENST00000358842.5,GK2,-
chr4,ENSG00000163297.18,ENST00000403729.7,ANTXR2,-
chr4,ENSG00000152784.16,ENST00000415738.3,PRDM8,+
chr4,ENSG00000138675.17,ENST00000312465.12,FGF5,+
chr4,ENSG00000197826.13,ENST00000358105.8,CFAP299,+
chr4,ENSG00000152785.8,ENST00000282701.4,BMP3,+
chr4,ENSG00000138669.10,ENST00000264399.6,PRKG2,-
chr4,ENSG00000138670.19,ENST00000264400.7,RASGEF1B,-
chr4,ENSG00000138668.20,ENST00000313899.12,HNRNPD,-
chr4,ENSG00000152795.18,ENST00000295470.10,HNRNPDL,-
chr4,ENSG00000145293.17,ENST00000273920.8,ENOPH1,+
chr4,ENSG00000249242.8,ENST00000449862.7,TMEM150C,-
chr4,ENSG00000145284.12,ENST00000319540.9,SCD5,-
chr4,ENSG00000138674.17,ENST00000395310.7,SEC31A,-
chr4,ENSG00000168152.13,ENST00000302236.10,THAP9,+
chr4,ENSG00000189308.11,ENST00000340417.8,LIN54,-
chr4,ENSG00000138663.9,ENST00000264389.7,COPS4,+
chr4,ENSG00000145287.12,ENST00000311507.9,PLAC8,-
chr4,ENSG00000173085.15,ENST00000647002.2,COQ2,-
chr4,ENSG00000173083.16,ENST00000311412.10,HPSE,-
chr4,ENSG00000163312.11,ENST00000295488.8,HELQ,-
chr4,ENSG00000163319.11,ENST00000295491.9,MRPS18C,+
chr4,ENSG00000163322.14,ENST00000321945.12,ABRAXAS1,-
chr4,ENSG00000138678.11,ENST00000264409.5,GPAT3,+
chr4,ENSG00000163623.10,ENST00000295886.5,NKX6-1,-
chr4,ENSG00000163624.6,ENST00000295887.6,CDS1,+
chr4,ENSG00000163625.17,ENST00000295888.9,WDFY3,-
chr4,ENSG00000138639.18,ENST00000395184.6,ARHGAP24,+
chr4,ENSG00000109339.24,ENST00000641462.2,MAPK10,-
chr4,ENSG00000163629.13,ENST00000411767.7,PTPN13,+
chr4,ENSG00000145283.8,ENST00000273905.7,SLC10A6,-
chr4,ENSG00000172493.23,ENST00000395146.9,AFF1,+
chr4,ENSG00000145332.14,ENST00000273963.10,KLHL8,-
chr4,ENSG00000170509.12,ENST00000328546.5,HSD17B13,-
chr4,ENSG00000198189.11,ENST00000358290.9,HSD17B11,-
chr4,ENSG00000170502.13,ENST00000302174.9,NUDT9,+
chr4,ENSG00000272856.2,ENST00000715253.1,SCPPPQ1,-
chr4,ENSG00000152583.13,ENST00000282470.11,SPARCL1,-
chr4,ENSG00000152591.15,ENST00000651931.1,DSPP,+
chr4,ENSG00000152592.15,ENST00000339673.11,DMP1,+
chr4,ENSG00000029559.7,ENST00000226284.7,IBSP,+
chr4,ENSG00000152595.17,ENST00000361056.4,MEPE,+
chr4,ENSG00000118785.15,ENST00000395080.8,SPP1,+
chr4,ENSG00000118762.8,ENST00000237596.7,PKD2,+
chr4,ENSG00000118777.12,ENST00000237612.8,ABCG2,-
chr4,ENSG00000163644.15,ENST00000608933.6,PPM1K,-
chr4,ENSG00000138642.16,ENST00000264346.12,HERC6,+
chr4,ENSG00000138646.9,ENST00000264350.8,HERC5,+
chr4,ENSG00000255072.2,ENST00000527353.2,PIGY,-
chr4,ENSG00000145337.5,ENST00000273968.5,PYURF,-
chr4,ENSG00000138641.19,ENST00000402738.6,HERC3,+
chr4,ENSG00000177432.8,ENST00000323061.7,NAP1L5,-
chr4,ENSG00000138640.15,ENST00000264344.10,FAM13A,-
chr4,ENSG00000180346.5,ENST00000603357.3,TIGD2,+
chr4,ENSG00000185477.6,ENST00000609438.2,GPRIN3,-
chr4,ENSG00000145335.17,ENST00000394991.8,SNCA,-
chr4,ENSG00000138722.10,ENST00000264790.7,MMRN1,+
chr4,ENSG00000184305.16,ENST00000509176.6,CCSER1,+
chr4,ENSG00000152208.13,ENST00000282020.9,GRID2,+
chr4,ENSG00000172238.6,ENST00000306011.6,ATOH1,+
chr4,ENSG00000163104.18,ENST00000354268.9,SMARCAD1,+
chr4,ENSG00000163106.11,ENST00000295256.10,HPGDS,-
chr4,ENSG00000163110.15,ENST00000317968.9,PDLIM5,+
chr4,ENSG00000138696.11,ENST00000515059.6,BMPR1B,+
chr4,ENSG00000182168.16,ENST00000453304.6,UNC5C,-
chr4,ENSG00000163114.6,ENST00000295266.6,PDHA2,+
chr4,ENSG00000163116.10,ENST00000295268.4,STPG2,-
chr4,ENSG00000138698.15,ENST00000408927.8,RAP1GDS1,+
chr4,ENSG00000168785.8,ENST00000305798.8,TSPAN5,-
chr4,ENSG00000151247.13,ENST00000450253.7,EIF4E,-
chr4,ENSG00000164024.12,ENST00000296411.11,METAP1,+
chr4,ENSG00000197894.12,ENST00000296412.14,ADH5,-
chr4,ENSG00000198099.10,ENST00000265512.12,ADH4,-
chr4,ENSG00000172955.17,ENST00000394899.6,ADH6,-
chr4,ENSG00000187758.8,ENST00000209668.3,ADH1A,-
chr4,ENSG00000196616.15,ENST00000305046.13,ADH1B,-
chr4,ENSG00000248144.6,ENST00000515683.6,ADH1C,-
chr4,ENSG00000196344.12,ENST00000437033.7,ADH7,-
chr4,ENSG00000138813.10,ENST00000326581.9,C4orf17,+
chr4,ENSG00000145331.14,ENST00000394876.7,TRMT10A,-
chr4,ENSG00000138823.14,ENST00000265517.10,MTTP,+
chr4,ENSG00000248713.2,ENST00000511828.2,C4orf54,-
chr4,ENSG00000070190.13,ENST00000512369.2,DAPP1,+
chr4,ENSG00000109270.13,ENST00000499666.7,LAMTOR3,-
chr4,ENSG00000164031.17,ENST00000442697.7,DNAJB14,-
chr4,ENSG00000164032.12,ENST00000296417.6,H2AZ1,-
chr4,ENSG00000145358.6,ENST00000273990.6,DDIT4L,-
chr4,ENSG00000164035.10,ENST00000296420.9,EMCN,-
chr4,ENSG00000138814.17,ENST00000394854.8,PPP3CA,-
chr4,ENSG00000153064.12,ENST00000322953.9,BANK1,+
chr4,ENSG00000138821.14,ENST00000356736.5,SLC39A8,-
chr4,ENSG00000109320.14,ENST00000226574.9,NFKB1,+
chr4,ENSG00000109323.11,ENST00000647097.2,MANBA,-
chr4,ENSG00000109332.20,ENST00000453744.7,UBE2D3,-
chr4,ENSG00000145354.12,ENST00000273986.10,CISD2,+
chr4,ENSG00000164037.17,ENST00000296422.12,SLC9B1,-
chr4,ENSG00000164038.16,ENST00000394785.9,SLC9B2,-
chr4,ENSG00000164039.15,ENST00000296424.9,BDH2,-
chr4,ENSG00000138778.14,ENST00000265148.9,CENPE,-
chr4,ENSG00000169836.5,ENST00000304883.3,TACR3,-
chr4,ENSG00000168772.12,ENST00000394767.3,CXXC4,-
chr4,ENSG00000168769.14,ENST00000380013.9,TET2,+
chr4,ENSG00000138777.20,ENST00000341695.10,PPA2,-
chr4,ENSG00000236699.9,ENST00000420470.3,ARHGEF38,+
chr4,ENSG00000138785.16,ENST00000340139.10,INTS12,-
chr4,ENSG00000138780.15,ENST00000515279.6,GSTCD,+
chr4,ENSG00000168743.13,ENST00000379987.7,NPNT,+
chr4,ENSG00000145348.17,ENST00000394708.7,TBCK,-
chr4,ENSG00000164022.18,ENST00000672341.1,AIMP1,+
chr4,ENSG00000250298.6,ENST00000638719.4,GIMD1,-
chr4,ENSG00000155011.9,ENST00000285311.8,DKK2,-
chr4,ENSG00000138801.9,ENST00000265174.5,PAPSS1,-
chr4,ENSG00000164023.15,ENST00000690982.1,SGMS2,+
chr4,ENSG00000155016.18,ENST00000332884.11,CYP2U1,+
chr4,ENSG00000138796.18,ENST00000309522.8,HADH,+
chr4,ENSG00000138795.10,ENST00000265165.6,LEF1,-
chr4,ENSG00000109475.18,ENST00000394667.8,RPL34,+
chr4,ENSG00000198856.13,ENST00000361564.9,OSTC,+
chr4,ENSG00000164089.9,ENST00000296486.8,ETNPPL,-
chr4,ENSG00000188517.17,ENST00000399132.6,COL25A1,-
chr4,ENSG00000138802.11,ENST00000265175.5,SEC24B,+
chr4,ENSG00000005059.16,ENST00000394650.7,MCUB,+
chr4,ENSG00000138794.10,ENST00000265164.7,CASP6,-
chr4,ENSG00000123739.11,ENST00000243501.10,PLA2G12A,-
chr4,ENSG00000205403.15,ENST00000394634.7,CFI,-
chr4,ENSG00000109534.17,ENST00000226796.7,GAR1,+
chr4,ENSG00000180245.7,ENST00000317735.7,RRH,+
chr4,ENSG00000183423.12,ENST00000594814.6,LRIT3,+
chr4,ENSG00000138798.13,ENST00000265171.10,EGF,+
chr4,ENSG00000170522.10,ENST00000302274.8,ELOVL6,-
chr4,ENSG00000138792.10,ENST00000265162.10,ENPEP,+
chr4,ENSG00000164093.18,ENST00000644743.1,PITX2,-
chr4,ENSG00000174749.6,ENST00000309733.6,FAM241A,+
chr4,ENSG00000138660.12,ENST00000274000.10,AP1AR,+
chr4,ENSG00000145365.12,ENST00000361717.4,TIFA,-
chr4,ENSG00000073331.18,ENST00000650871.1,ALPK1,+
chr4,ENSG00000178403.4,ENST00000313341.4,NEUROG2,-
chr4,ENSG00000138658.16,ENST00000505019.6,ZGRF1,-
chr4,ENSG00000174720.18,ENST00000344442.10,LARP7,+
chr4,ENSG00000145362.21,ENST00000357077.9,ANK2,+
chr4,ENSG00000145349.20,ENST00000511664.6,CAMK2D,-
chr4,ENSG00000180801.14,ENST00000315366.8,ARSJ,-
chr4,ENSG00000174607.12,ENST00000310836.11,UGT8,+
chr4,ENSG00000138653.10,ENST00000264363.7,NDST4,-
chr4,ENSG00000174599.5,ENST00000310754.5,TRAM1L1,-
chr4,ENSG00000164100.9,ENST00000296499.6,NDST3,+
chr4,ENSG00000164099.3,ENST00000296498.3,PRSS12,-
chr4,ENSG00000145388.15,ENST00000388822.10,METTL14,+
chr4,ENSG00000150961.15,ENST00000280551.11,SEC24D,-
chr4,ENSG00000172403.11,ENST00000307142.9,SYNPO2,+
chr4,ENSG00000172399.6,ENST00000307128.6,MYOZ2,+
chr4,ENSG00000145390.12,ENST00000692078.1,USP53,+
chr4,ENSG00000164096.13,ENST00000504110.2,C4orf3,-
chr4,ENSG00000145384.4,ENST00000274024.4,FABP2,-
chr4,ENSG00000138735.16,ENST00000354960.8,PDE5A,-
chr4,ENSG00000164109.14,ENST00000296509.11,MAD2L1,-
chr4,ENSG00000138738.11,ENST00000264808.8,PRDM5,-
chr4,ENSG00000173376.14,ENST00000379692.9,NDNF,-
chr4,ENSG00000050730.16,ENST00000057513.8,TNIP3,-
chr4,ENSG00000186867.11,ENST00000394427.3,QRFPR,-
chr4,ENSG00000164111.15,ENST00000296511.10,ANXA5,-
chr4,ENSG00000164112.14,ENST00000643802.2,SMIM43,-
chr4,ENSG00000123737.13,ENST00000243498.10,EXOSC9,+
chr4,ENSG00000145386.11,ENST00000274026.10,CCNA2,-
chr4,ENSG00000138686.10,ENST00000264499.9,BBS7,-
chr4,ENSG00000138741.11,ENST00000379645.8,TRPC3,-
chr4,ENSG00000138688.17,ENST00000679879.1,BLTP1,+
chr4,ENSG00000164113.11,ENST00000296513.7,ADAD1,+
chr4,ENSG00000109471.5,ENST00000226730.5,IL2,-
chr4,ENSG00000138684.9,ENST00000648588.1,IL21,-
chr4,ENSG00000181004.10,ENST00000314218.8,BBS12,+
chr4,ENSG00000138685.18,ENST00000644866.2,FGF2,+
chr4,ENSG00000170917.14,ENST00000304430.10,NUDT6,-
chr4,ENSG00000145375.9,ENST00000274008.5,AFG2A,+
chr4,ENSG00000164056.11,ENST00000651917.1,SPRY1,+
chr4,ENSG00000151458.12,ENST00000504087.6,ANKRD50,-
chr4,ENSG00000196159.14,ENST00000394329.9,FAT4,+
chr4,ENSG00000164066.13,ENST00000335251.11,INTU,+
chr4,ENSG00000151475.6,ENST00000281154.6,SLC25A31,+
chr4,ENSG00000164070.12,ENST00000296464.9,HSPA4L,+
chr4,ENSG00000142731.11,ENST00000270861.10,PLK4,+
chr4,ENSG00000164073.11,ENST00000641686.2,MFSD8,-
chr4,ENSG00000164074.17,ENST00000645843.2,ABHD18,+
chr4,ENSG00000138709.20,ENST00000326639.11,LARP1B,+
chr4,ENSG00000164040.18,ENST00000296425.10,PGRMC2,-
chr4,ENSG00000077684.16,ENST00000226319.11,JADE1,+
chr4,ENSG00000151466.12,ENST00000281142.10,SCLT1,-
chr4,ENSG00000151470.13,ENST00000425929.6,C4orf33,+
chr4,ENSG00000138650.9,ENST00000264360.7,PCDH10,+
chr4,ENSG00000254535.4,ENST00000421491.4,PABPC4L,-
chr4,ENSG00000189184.12,ENST00000344876.9,PCDH18,-
chr4,ENSG00000151012.13,ENST00000280612.9,SLC7A11,-
chr4,ENSG00000151014.6,ENST00000280614.4,NOCT,+
chr4,ENSG00000109381.21,ENST00000686138.1,ELF2,-
chr4,ENSG00000137463.5,ENST00000398955.2,MGARP,-
chr4,ENSG00000109390.13,ENST00000394223.2,NDUFC1,-
chr4,ENSG00000164134.14,ENST00000296543.10,NAA15,+
chr4,ENSG00000172007.7,ENST00000305626.6,RAB33B,+
chr4,ENSG00000145391.14,ENST00000274031.8,SETD7,-
chr4,ENSG00000085871.9,ENST00000265498.6,MGST2,+
chr4,ENSG00000196782.13,ENST00000509479.6,MAML3,-
chr4,ENSG00000153130.18,ENST00000608372.6,SCOC,+
chr4,ENSG00000153132.13,ENST00000325617.10,CLGN,-
chr4,ENSG00000205301.12,ENST00000511113.6,MGAT4D,-
chr4,ENSG00000179387.10,ENST00000323570.8,ELMOD2,+
chr4,ENSG00000109424.4,ENST00000262999.4,UCP1,-
chr4,ENSG00000109436.8,ENST00000442267.3,TBC1D9,-
